SITENAME,Date,Type,ugP/g,mgC/g,mgN/g
TS/Ph6b,2012-03-01,Belowground,245.162,472.82,9.22
TS/Ph6b,2013-03-01,Aboveground,342.742,475.07,6.87
TS/Ph6b,2013-03-01,Aboveground,465.272,468.94,11.41
TS/Ph6b,2013-03-01,Aboveground,266.707,486.43,6.18
TS/Ph6b,2013-03-01,Belowground,495.231,474.29,3.62
TS/Ph6b,2013-03-01,Belowground,787.571,470.18,10.26
TS/Ph6b,2013-03-01,Belowground,343.834,482.55,4.31
TS/Ph6b,2014-03-01,Aboveground,227.833,479.36,8.35
TS/Ph6b,2014-03-01,Aboveground,201.697,481.4,7.39
TS/Ph6b,2014-03-01,Aboveground,183.927,480.9,6.31
TS/Ph6b,2014-03-01,Belowground,270.206,463.91,6.04
TS/Ph6b,2014-03-01,Belowground,91.809,477.49,3.33
TS/Ph6b,2014-03-01,Belowground,161.695,477.99,3.17
TS/Ph6b,2015-03-01,Aboveground,347.217,468.6,11.61
TS/Ph6b,2015-03-01,Aboveground,217.614,473.73,8.11
TS/Ph6b,2015-03-01,Aboveground,234.182,476.12,10.24
TS/Ph6b,2015-03-01,Belowground,225.532,466.05,4.15
TS/Ph6b,2015-03-01,Belowground,152.417,479.04,5.7
TS/Ph6b,2015-03-01,Belowground,128.266,590.76,6.84
TS/Ph6b,2016-03-01,Aboveground,269.582,461.46,10.39
TS/Ph6b,2016-03-01,Aboveground,307.708,475.44,11.6
TS/Ph6b,2016-03-01,Aboveground,214.012,474.27,9.16
TS/Ph6b,2016-03-01,Belowground,118.988,519.51,6.05
TS/Ph6b,2016-03-01,Belowground,310.926,515.16,8.53
TS/Ph6b,2016-03-01,Belowground,164.618,529.85,8.47
TS/Ph6b,2017-03-01,Aboveground,137.786,491.44,6.57
TS/Ph6b,2017-03-01,Aboveground,249.009,482.35,8.27
TS/Ph6b,2017-03-01,Aboveground,405.636,488.29,10.69
TS/Ph6b,2017-03-01,Belowground,155.658,471.36,5.04
TS/Ph6b,2017-03-01,Belowground,309.127,423.81,7.18
TS/Ph6b,2017-03-01,Belowground,180.816,482.92,4.44
TS/Ph6b,2018-03-01,Aboveground,308.495,484.35,11.82
TS/Ph6b,2018-03-01,Aboveground,363.586,481.7,11.51
TS/Ph6b,2018-03-01,Aboveground,338.738,486.59,5.61
TS/Ph6b,2018-03-01,Belowground,312.516,475.27,5.88
TS/Ph6b,2018-03-01,Belowground,437.374,488.15,8.18
TS/Ph6b,2018-03-01,Belowground,219.57,473.34,4.79
TS/Ph6b,2019-04-01,Aboveground,274.794,402.94,7.76
TS/Ph6b,2019-04-01,Aboveground,270.345,437.61,5.53
TS/Ph6b,2019-04-01,Aboveground,444.719,445.13,8.86
TS/Ph6b,2019-04-01,Belowground,403.03,416.6,5.52
TS/Ph6b,2019-04-01,Belowground,184.647,428.73,3.72
TS/Ph6b,2019-04-01,Belowground,221.586,426.14,3.94
TS/Ph6b,2020-03-01,Aboveground,164.317,463.92,3.85
TS/Ph6b,2020-03-01,Aboveground,212.17,462.34,7.97
TS/Ph6b,2020-03-01,Aboveground,209.556,467.19,7.87
TS/Ph6b,2020-03-01,Belowground,168.106,464.94,3.96
TS/Ph6b,2020-03-01,Belowground,143.956,462.03,3.21
TS/Ph6b,2020-03-01,Belowground,187.086,459.32,7.85
TS/Ph6b,2021-03-01,Aboveground,199.776,455.29,7.16
TS/Ph6b,2021-03-01,Aboveground,331.191,475.97,5.41
TS/Ph6b,2021-03-01,Aboveground,159.79,463.66,8
TS/Ph6b,2021-03-01,Belowground,164.783,451.27,5.56
TS/Ph6b,2021-03-01,Belowground,230.155,455.63,4.34
TS/Ph6b,2021-03-01,Belowground,245.276,465.97,5.54
TS/Ph6b,2022-04-01,Aboveground,119.121,471.99,6.8
TS/Ph6b,2022-04-01,Aboveground,159.418,482.24,6.89
TS/Ph6b,2022-04-01,Aboveground,236.201,479.34,7.23
TS/Ph6b,2022-04-01,Belowground,166.228,439.36,10.65
TS/Ph6b,2022-04-01,Belowground,244.506,464.05,7.12
TS/Ph6b,2022-04-01,Belowground,167.649,460.55,7.89
TS/Ph6b,2023-04-01,Aboveground,298.405,483.42,10.43
TS/Ph6b,2023-04-01,Aboveground,180.548,489.04,8.38
TS/Ph6b,2023-04-01,Aboveground,261.666,472.16,9.02
TS/Ph6b,2023-04-01,Belowground,524.122,478.31,9.89
TS/Ph6b,2023-04-01,Belowground,179.781,462.52,7.78
TS/Ph6b,2023-04-01,Belowground,361.002,459.52,8.15
